image_path,blazer_color,tie_color,shoe_color,shirt_color,pant_color
./image_dataset\men_wearing_slim_fit_blazer_with_yellow_tie\000005.jpg,slim fit,yellow tie,,beige,black
./image_dataset\men_wearing_slim_fit_blazer_with_yellow_tie_and_beige_shoes\000001.png,slim fit,yellow tie,beige shoes,white,Blue
./image_dataset\men_wearing_slim_fit_blazer_with_yellow_tie_and_beige_shoes\000002.jpg,slim fit,yellow tie,beige shoes,black,baby pink
./image_dataset\men_wearing_slim_fit_blazer_with_yellow_tie_and_beige_shoes\000003.jpg,slim fit,yellow tie,beige shoes,baby pink,Blue
./image_dataset\men_wearing_slim_fit_blazer_with_yellow_tie_and_beige_shoes\000004.jpg,slim fit,yellow tie,beige shoes,black,black
./image_dataset\men_wearing_slim_fit_blazer_with_yellow_tie_and_beige_shoes\000005.jpg,slim fit,yellow tie,beige shoes,black,black
./image_dataset\men_wearing_slim_fit_blazer_with_yellow_tie_and_black_shoes\000001.jpg,slim fit,yellow tie,black shoes,black,baby pink
./image_dataset\men_wearing_slim_fit_blazer_with_yellow_tie_and_black_shoes\000002.jpg,slim fit,yellow tie,black shoes,white,white
./image_dataset\men_wearing_slim_fit_blazer_with_yellow_tie_and_black_shoes\000003.png,slim fit,yellow tie,black shoes,black,black
./image_dataset\men_wearing_slim_fit_blazer_with_yellow_tie_and_black_shoes\000004.jpg,slim fit,yellow tie,black shoes,pale brown,black
./image_dataset\men_wearing_slim_fit_blazer_with_yellow_tie_and_black_shoes\000005.jpg,slim fit,yellow tie,black shoes,beige,black
./image_dataset\men_wearing_slim_fit_blazer_with_yellow_tie_and_brown_shoes\000001.jpg,slim fit,yellow tie,brown shoes,white,black
./image_dataset\men_wearing_slim_fit_blazer_with_yellow_tie_and_brown_shoes\000002.jpg,slim fit,yellow tie,brown shoes,white,white
./image_dataset\men_wearing_slim_fit_blazer_with_yellow_tie_and_brown_shoes\000003.jpg,slim fit,yellow tie,brown shoes,black,brown
./image_dataset\men_wearing_slim_fit_blazer_with_yellow_tie_and_brown_shoes\000004.png,slim fit,yellow tie,brown shoes,baby pink,brown
./image_dataset\men_wearing_slim_fit_blazer_with_yellow_tie_and_brown_shoes\000005.png,slim fit,yellow tie,brown shoes,black,black
./image_dataset\men_wearing_slim_fit_blazer_with_yellow_tie_and_grey_shoes\000001.jpg,slim fit,yellow tie,grey shoes,pale brown,white
./image_dataset\men_wearing_slim_fit_blazer_with_yellow_tie_and_grey_shoes\000002.jpg,slim fit,yellow tie,grey shoes,beige,Blue
./image_dataset\men_wearing_slim_fit_blazer_with_yellow_tie_and_grey_shoes\000003.jpg,slim fit,yellow tie,grey shoes,black,white
./image_dataset\men_wearing_slim_fit_blazer_with_yellow_tie_and_grey_shoes\000004.jpg,slim fit,yellow tie,grey shoes,pale brown,baby pink
./image_dataset\men_wearing_slim_fit_blazer_with_yellow_tie_and_grey_shoes\000005.jpg,slim fit,yellow tie,grey shoes,white,Blue
./image_dataset\men_wearing_slim_fit_blazer_with_yellow_tie_and_white_shoes\000001.jpg,slim fit,yellow tie,white shoes,baby pink,brown
./image_dataset\men_wearing_slim_fit_blazer_with_yellow_tie_and_white_shoes\000002.jpg,slim fit,yellow tie,white shoes,white,brown
./image_dataset\men_wearing_slim_fit_blazer_with_yellow_tie_and_white_shoes\000003.png,slim fit,yellow tie,white shoes,baby pink,white
./image_dataset\men_wearing_slim_fit_blazer_with_yellow_tie_and_white_shoes\000004.jpg,slim fit,yellow tie,white shoes,black,brown
./image_dataset\men_wearing_slim_fit_blazer_with_yellow_tie_and_white_shoes\000005.jpg,slim fit,yellow tie,white shoes,pale brown,white
./image_dataset\men_wearing_smart_casual_blazer_with_beige_shoes\000001.jpg,smart casual,,beige shoes,black,white
./image_dataset\men_wearing_smart_casual_blazer_with_beige_shoes\000002.jpg,smart casual,,beige shoes,white,white
./image_dataset\men_wearing_smart_casual_blazer_with_beige_shoes\000003.jpg,smart casual,,beige shoes,baby pink,white
./image_dataset\men_wearing_smart_casual_blazer_with_beige_shoes\000004.jpg,smart casual,,beige shoes,baby pink,white
./image_dataset\men_wearing_smart_casual_blazer_with_beige_shoes\000005.jpg,smart casual,,beige shoes,white,baby pink
./image_dataset\men_wearing_smart_casual_blazer_with_black_shoes\000001.jpg,smart casual,,black shoes,black,baby pink
./image_dataset\men_wearing_smart_casual_blazer_with_black_shoes\000002.jpg,smart casual,,black shoes,pale brown,baby pink
./image_dataset\men_wearing_smart_casual_blazer_with_black_shoes\000003.jpg,smart casual,,black shoes,black,white
./image_dataset\men_wearing_smart_casual_blazer_with_black_shoes\000004.jpg,smart casual,,black shoes,black,brown
./image_dataset\men_wearing_smart_casual_blazer_with_black_shoes\000005.jpg,smart casual,,black shoes,beige,Blue
./image_dataset\men_wearing_smart_casual_blazer_with_blue_tie\000001.jpg,smart casual,blue tie,,beige,baby pink
./image_dataset\men_wearing_smart_casual_blazer_with_blue_tie\000002.jpg,smart casual,blue tie,,beige,black
./image_dataset\men_wearing_smart_casual_blazer_with_blue_tie\000003.jpg,smart casual,blue tie,,black,black
./image_dataset\men_wearing_smart_casual_blazer_with_blue_tie\000004.jpg,smart casual,blue tie,,pale brown,white
./image_dataset\men_wearing_smart_casual_blazer_with_blue_tie\000005.png,smart casual,blue tie,,pale brown,Blue
./image_dataset\men_wearing_smart_casual_blazer_with_blue_tie_and_beige_shoes\000001.jpg,smart casual,blue tie,beige shoes,beige,baby pink
./image_dataset\men_wearing_smart_casual_blazer_with_blue_tie_and_beige_shoes\000002.jpg,smart casual,blue tie,beige shoes,beige,white
./image_dataset\men_wearing_smart_casual_blazer_with_blue_tie_and_beige_shoes\000003.jpg,smart casual,blue tie,beige shoes,black,brown
./image_dataset\men_wearing_smart_casual_blazer_with_blue_tie_and_beige_shoes\000004.jpg,smart casual,blue tie,beige shoes,beige,Blue
./image_dataset\men_wearing_smart_casual_blazer_with_blue_tie_and_beige_shoes\000005.jpg,smart casual,blue tie,beige shoes,black,brown
./image_dataset\men_wearing_smart_casual_blazer_with_blue_tie_and_black_shoes\000001.jpg,smart casual,blue tie,black shoes,white,brown
./image_dataset\men_wearing_smart_casual_blazer_with_blue_tie_and_black_shoes\000002.jpg,smart casual,blue tie,black shoes,black,black
./image_dataset\men_wearing_smart_casual_blazer_with_blue_tie_and_black_shoes\000003.png,smart casual,blue tie,black shoes,black,baby pink
./image_dataset\men_wearing_smart_casual_blazer_with_blue_tie_and_black_shoes\000004.jpg,smart casual,blue tie,black shoes,baby pink,white
./image_dataset\men_wearing_smart_casual_blazer_with_blue_tie_and_black_shoes\000005.jpg,smart casual,blue tie,black shoes,white,brown
./image_dataset\men_wearing_smart_casual_blazer_with_blue_tie_and_brown_shoes\000001.jpg,smart casual,blue tie,brown shoes,black,brown
./image_dataset\men_wearing_smart_casual_blazer_with_blue_tie_and_brown_shoes\000002.jpg,smart casual,blue tie,brown shoes,white,white
./image_dataset\men_wearing_smart_casual_blazer_with_blue_tie_and_brown_shoes\000003.jpg,smart casual,blue tie,brown shoes,black,Blue
./image_dataset\men_wearing_smart_casual_blazer_with_blue_tie_and_brown_shoes\000004.jpg,smart casual,blue tie,brown shoes,black,white
./image_dataset\men_wearing_smart_casual_blazer_with_blue_tie_and_brown_shoes\000005.jpg,smart casual,blue tie,brown shoes,black,white
./image_dataset\men_wearing_smart_casual_blazer_with_blue_tie_and_grey_shoes\000001.jpg,smart casual,blue tie,grey shoes,beige,baby pink
./image_dataset\men_wearing_smart_casual_blazer_with_blue_tie_and_grey_shoes\000002.jpg,smart casual,blue tie,grey shoes,black,black
./image_dataset\men_wearing_smart_casual_blazer_with_blue_tie_and_grey_shoes\000003.jpg,smart casual,blue tie,grey shoes,white,brown
./image_dataset\men_wearing_smart_casual_blazer_with_blue_tie_and_grey_shoes\000004.jpg,smart casual,blue tie,grey shoes,baby pink,black
./image_dataset\men_wearing_smart_casual_blazer_with_blue_tie_and_grey_shoes\000005.jpg,smart casual,blue tie,grey shoes,beige,Blue
./image_dataset\men_wearing_smart_casual_blazer_with_blue_tie_and_white_shoes\000001.jpg,smart casual,blue tie,white shoes,black,brown
./image_dataset\men_wearing_smart_casual_blazer_with_blue_tie_and_white_shoes\000002.jpg,smart casual,blue tie,white shoes,black,black
./image_dataset\men_wearing_smart_casual_blazer_with_blue_tie_and_white_shoes\000003.jpg,smart casual,blue tie,white shoes,beige,Blue
./image_dataset\men_wearing_smart_casual_blazer_with_blue_tie_and_white_shoes\000004.jpg,smart casual,blue tie,white shoes,black,baby pink
./image_dataset\men_wearing_smart_casual_blazer_with_blue_tie_and_white_shoes\000005.jpg,smart casual,blue tie,white shoes,beige,Blue
./image_dataset\men_wearing_smart_casual_blazer_with_brown_shoes\000001.jpg,smart casual,,brown shoes,white,black
./image_dataset\men_wearing_smart_casual_blazer_with_brown_shoes\000002.jpg,smart casual,,brown shoes,white,white
./image_dataset\men_wearing_smart_casual_blazer_with_brown_shoes\000003.jpg,smart casual,,brown shoes,black,brown
./image_dataset\men_wearing_smart_casual_blazer_with_brown_shoes\000004.jpg,smart casual,,brown shoes,pale brown,baby pink
./image_dataset\men_wearing_smart_casual_blazer_with_brown_shoes\000005.jpg,smart casual,,brown shoes,beige,black
./image_dataset\men_wearing_smart_casual_blazer_with_green_tie\000001.jpg,smart casual,green tie,,pale brown,baby pink
./image_dataset\men_wearing_smart_casual_blazer_with_green_tie\000002.jpg,smart casual,green tie,,pale brown,Blue
./image_dataset\men_wearing_smart_casual_blazer_with_green_tie\000003.jpg,smart casual,green tie,,baby pink,black
./image_dataset\men_wearing_smart_casual_blazer_with_green_tie\000004.jpg,smart casual,green tie,,white,white
./image_dataset\men_wearing_smart_casual_blazer_with_green_tie\000005.jpg,smart casual,green tie,,black,white
./image_dataset\men_wearing_smart_casual_blazer_with_green_tie_and_beige_shoes\000001.jpg,smart casual,green tie,beige shoes,beige,white
./image_dataset\men_wearing_smart_casual_blazer_with_green_tie_and_beige_shoes\000002.jpg,smart casual,green tie,beige shoes,black,white
./image_dataset\men_wearing_smart_casual_blazer_with_green_tie_and_beige_shoes\000003.jpg,smart casual,green tie,beige shoes,white,brown
./image_dataset\men_wearing_smart_casual_blazer_with_green_tie_and_beige_shoes\000004.jpg,smart casual,green tie,beige shoes,pale brown,baby pink
./image_dataset\men_wearing_smart_casual_blazer_with_green_tie_and_beige_shoes\000005.jpg,smart casual,green tie,beige shoes,black,black
./image_dataset\men_wearing_smart_casual_blazer_with_green_tie_and_black_shoes\000001.jpg,smart casual,green tie,black shoes,beige,white
./image_dataset\men_wearing_smart_casual_blazer_with_green_tie_and_black_shoes\000002.png,smart casual,green tie,black shoes,black,brown
./image_dataset\men_wearing_smart_casual_blazer_with_green_tie_and_black_shoes\000003.jpg,smart casual,green tie,black shoes,baby pink,white
./image_dataset\men_wearing_smart_casual_blazer_with_green_tie_and_black_shoes\000004.jpg,smart casual,green tie,black shoes,white,white
./image_dataset\men_wearing_smart_casual_blazer_with_green_tie_and_black_shoes\000005.png,smart casual,green tie,black shoes,pale brown,Blue
./image_dataset\men_wearing_smart_casual_blazer_with_green_tie_and_brown_shoes\000001.jpg,smart casual,green tie,brown shoes,beige,black
./image_dataset\men_wearing_smart_casual_blazer_with_green_tie_and_brown_shoes\000002.jpg,smart casual,green tie,brown shoes,beige,baby pink
./image_dataset\men_wearing_smart_casual_blazer_with_green_tie_and_brown_shoes\000003.jpg,smart casual,green tie,brown shoes,black,Blue
./image_dataset\men_wearing_smart_casual_blazer_with_green_tie_and_brown_shoes\000004.png,smart casual,green tie,brown shoes,white,Blue
./image_dataset\men_wearing_smart_casual_blazer_with_green_tie_and_brown_shoes\000005.jpg,smart casual,green tie,brown shoes,black,baby pink
./image_dataset\men_wearing_smart_casual_blazer_with_green_tie_and_grey_shoes\000001.jpg,smart casual,green tie,grey shoes,black,white
./image_dataset\men_wearing_smart_casual_blazer_with_green_tie_and_grey_shoes\000002.jpg,smart casual,green tie,grey shoes,baby pink,white
./image_dataset\men_wearing_smart_casual_blazer_with_green_tie_and_grey_shoes\000003.jpg,smart casual,green tie,grey shoes,pale brown,black
./image_dataset\men_wearing_smart_casual_blazer_with_green_tie_and_grey_shoes\000004.jpg,smart casual,green tie,grey shoes,baby pink,white
./image_dataset\men_wearing_smart_casual_blazer_with_green_tie_and_grey_shoes\000005.jpg,smart casual,green tie,grey shoes,black,Blue
./image_dataset\men_wearing_smart_casual_blazer_with_green_tie_and_white_shoes\000001.jpg,smart casual,green tie,white shoes,white,Blue
./image_dataset\men_wearing_smart_casual_blazer_with_green_tie_and_white_shoes\000002.png,smart casual,green tie,white shoes,black,Blue
./image_dataset\men_wearing_smart_casual_blazer_with_green_tie_and_white_shoes\000003.jpg,smart casual,green tie,white shoes,white,baby pink
./image_dataset\men_wearing_smart_casual_blazer_with_green_tie_and_white_shoes\000004.jpg,smart casual,green tie,white shoes,black,white
./image_dataset\men_wearing_smart_casual_blazer_with_green_tie_and_white_shoes\000005.jpg,smart casual,green tie,white shoes,white,white
./image_dataset\men_wearing_smart_casual_blazer_with_grey_shoes\000001.jpg,smart casual,,grey shoes,white,white
./image_dataset\men_wearing_smart_casual_blazer_with_grey_shoes\000002.jpg,smart casual,,grey shoes,white,white
./image_dataset\men_wearing_smart_casual_blazer_with_grey_shoes\000003.jpg,smart casual,,grey shoes,black,black
./image_dataset\men_wearing_smart_casual_blazer_with_grey_shoes\000004.jpg,smart casual,,grey shoes,black,black
./image_dataset\men_wearing_smart_casual_blazer_with_grey_shoes\000005.jpg,smart casual,,grey shoes,black,Blue
./image_dataset\men_wearing_smart_casual_blazer_with_purple_tie\000001.jpg,smart casual,purple tie,,black,Blue
./image_dataset\men_wearing_smart_casual_blazer_with_purple_tie\000002.jpg,smart casual,purple tie,,beige,baby pink
./image_dataset\men_wearing_smart_casual_blazer_with_purple_tie\000003.jpg,smart casual,purple tie,,pale brown,brown
./image_dataset\men_wearing_smart_casual_blazer_with_purple_tie\000004.jpg,smart casual,purple tie,,pale brown,Blue
./image_dataset\men_wearing_smart_casual_blazer_with_purple_tie\000005.jpg,smart casual,purple tie,,pale brown,white
./image_dataset\men_wearing_smart_casual_blazer_with_purple_tie_and_beige_shoes\000001.jpg,smart casual,purple tie,beige shoes,white,Blue
./image_dataset\men_wearing_smart_casual_blazer_with_purple_tie_and_beige_shoes\000002.jpg,smart casual,purple tie,beige shoes,baby pink,Blue
./image_dataset\men_wearing_smart_casual_blazer_with_purple_tie_and_beige_shoes\000003.jpg,smart casual,purple tie,beige shoes,baby pink,black
./image_dataset\men_wearing_smart_casual_blazer_with_purple_tie_and_beige_shoes\000004.jpg,smart casual,purple tie,beige shoes,beige,white
./image_dataset\men_wearing_smart_casual_blazer_with_purple_tie_and_beige_shoes\000005.jpg,smart casual,purple tie,beige shoes,white,baby pink
./image_dataset\men_wearing_smart_casual_blazer_with_purple_tie_and_black_shoes\000001.jpg,smart casual,purple tie,black shoes,white,baby pink
./image_dataset\men_wearing_smart_casual_blazer_with_purple_tie_and_black_shoes\000002.jpg,smart casual,purple tie,black shoes,white,baby pink
./image_dataset\men_wearing_smart_casual_blazer_with_purple_tie_and_black_shoes\000003.jpg,smart casual,purple tie,black shoes,black,Blue
./image_dataset\men_wearing_smart_casual_blazer_with_purple_tie_and_black_shoes\000004.jpg,smart casual,purple tie,black shoes,pale brown,baby pink
./image_dataset\men_wearing_smart_casual_blazer_with_purple_tie_and_black_shoes\000005.jpg,smart casual,purple tie,black shoes,black,baby pink
./image_dataset\men_wearing_smart_casual_blazer_with_purple_tie_and_brown_shoes\000001.jpg,smart casual,purple tie,brown shoes,black,baby pink
./image_dataset\men_wearing_smart_casual_blazer_with_purple_tie_and_brown_shoes\000002.jpg,smart casual,purple tie,brown shoes,white,black
./image_dataset\men_wearing_smart_casual_blazer_with_purple_tie_and_brown_shoes\000003.jpg,smart casual,purple tie,brown shoes,beige,white
./image_dataset\men_wearing_smart_casual_blazer_with_purple_tie_and_brown_shoes\000004.jpg,smart casual,purple tie,brown shoes,white,black
./image_dataset\men_wearing_smart_casual_blazer_with_purple_tie_and_brown_shoes\000005.jpg,smart casual,purple tie,brown shoes,white,white
./image_dataset\men_wearing_smart_casual_blazer_with_purple_tie_and_grey_shoes\000001.jpg,smart casual,purple tie,grey shoes,black,black
./image_dataset\men_wearing_smart_casual_blazer_with_purple_tie_and_grey_shoes\000002.jpg,smart casual,purple tie,grey shoes,white,white
./image_dataset\men_wearing_smart_casual_blazer_with_purple_tie_and_grey_shoes\000003.jpg,smart casual,purple tie,grey shoes,black,baby pink
./image_dataset\men_wearing_smart_casual_blazer_with_purple_tie_and_grey_shoes\000004.jpg,smart casual,purple tie,grey shoes,baby pink,brown
./image_dataset\men_wearing_smart_casual_blazer_with_purple_tie_and_grey_shoes\000005.jpg,smart casual,purple tie,grey shoes,black,baby pink
./image_dataset\men_wearing_smart_casual_blazer_with_purple_tie_and_white_shoes\000001.jpg,smart casual,purple tie,white shoes,pale brown,brown
./image_dataset\men_wearing_smart_casual_blazer_with_purple_tie_and_white_shoes\000002.jpg,smart casual,purple tie,white shoes,black,baby pink
./image_dataset\men_wearing_smart_casual_blazer_with_purple_tie_and_white_shoes\000003.jpg,smart casual,purple tie,white shoes,black,black
./image_dataset\men_wearing_smart_casual_blazer_with_purple_tie_and_white_shoes\000004.jpg,smart casual,purple tie,white shoes,white,brown
./image_dataset\men_wearing_smart_casual_blazer_with_purple_tie_and_white_shoes\000005.jpg,smart casual,purple tie,white shoes,black,baby pink
./image_dataset\men_wearing_smart_casual_blazer_with_red_tie\000001.jpg,smart casual,red tie,,pale brown,Blue
./image_dataset\men_wearing_smart_casual_blazer_with_red_tie\000002.jpg,smart casual,red tie,,black,brown
./image_dataset\men_wearing_smart_casual_blazer_with_red_tie\000003.jpg,smart casual,red tie,,black,white
./image_dataset\men_wearing_smart_casual_blazer_with_red_tie\000004.jpg,smart casual,red tie,,beige,black
./image_dataset\men_wearing_smart_casual_blazer_with_red_tie\000005.jpg,smart casual,red tie,,black,baby pink
./image_dataset\men_wearing_smart_casual_blazer_with_red_tie_and_beige_shoes\000001.jpg,smart casual,red tie,beige shoes,black,baby pink
./image_dataset\men_wearing_smart_casual_blazer_with_red_tie_and_beige_shoes\000002.jpg,smart casual,red tie,beige shoes,beige,white
./image_dataset\men_wearing_smart_casual_blazer_with_red_tie_and_beige_shoes\000003.jpg,smart casual,red tie,beige shoes,beige,baby pink
./image_dataset\men_wearing_smart_casual_blazer_with_red_tie_and_beige_shoes\000004.jpg,smart casual,red tie,beige shoes,black,baby pink
./image_dataset\men_wearing_smart_casual_blazer_with_red_tie_and_beige_shoes\000005.jpg,smart casual,red tie,beige shoes,black,white
./image_dataset\men_wearing_smart_casual_blazer_with_red_tie_and_black_shoes\000001.jpg,smart casual,red tie,black shoes,white,white
./image_dataset\men_wearing_smart_casual_blazer_with_red_tie_and_black_shoes\000002.jpg,smart casual,red tie,black shoes,baby pink,Blue
./image_dataset\men_wearing_smart_casual_blazer_with_red_tie_and_black_shoes\000003.jpg,smart casual,red tie,black shoes,baby pink,Blue
./image_dataset\men_wearing_smart_casual_blazer_with_red_tie_and_black_shoes\000004.jpg,smart casual,red tie,black shoes,baby pink,white
./image_dataset\men_wearing_smart_casual_blazer_with_red_tie_and_black_shoes\000005.jpg,smart casual,red tie,black shoes,black,brown
./image_dataset\men_wearing_smart_casual_blazer_with_red_tie_and_brown_shoes\000001.jpg,smart casual,red tie,brown shoes,pale brown,brown
./image_dataset\men_wearing_smart_casual_blazer_with_red_tie_and_brown_shoes\000002.jpg,smart casual,red tie,brown shoes,beige,brown
./image_dataset\men_wearing_smart_casual_blazer_with_red_tie_and_brown_shoes\000003.jpg,smart casual,red tie,brown shoes,black,black
./image_dataset\men_wearing_smart_casual_blazer_with_red_tie_and_brown_shoes\000004.jpg,smart casual,red tie,brown shoes,black,Blue
./image_dataset\men_wearing_smart_casual_blazer_with_red_tie_and_brown_shoes\000005.jpg,smart casual,red tie,brown shoes,baby pink,brown
./image_dataset\men_wearing_smart_casual_blazer_with_red_tie_and_grey_shoes\000001.jpg,smart casual,red tie,grey shoes,black,brown
./image_dataset\men_wearing_smart_casual_blazer_with_red_tie_and_grey_shoes\000002.jpg,smart casual,red tie,grey shoes,white,brown
./image_dataset\men_wearing_smart_casual_blazer_with_red_tie_and_grey_shoes\000003.jpg,smart casual,red tie,grey shoes,white,white
./image_dataset\men_wearing_smart_casual_blazer_with_red_tie_and_grey_shoes\000004.jpg,smart casual,red tie,grey shoes,beige,baby pink
./image_dataset\men_wearing_smart_casual_blazer_with_red_tie_and_grey_shoes\000005.jpg,smart casual,red tie,grey shoes,black,black
./image_dataset\men_wearing_smart_casual_blazer_with_red_tie_and_white_shoes\000001.jpg,smart casual,red tie,white shoes,black,baby pink
./image_dataset\men_wearing_smart_casual_blazer_with_red_tie_and_white_shoes\000002.jpg,smart casual,red tie,white shoes,black,Blue
./image_dataset\men_wearing_smart_casual_blazer_with_red_tie_and_white_shoes\000003.jpg,smart casual,red tie,white shoes,black,baby pink
./image_dataset\men_wearing_smart_casual_blazer_with_red_tie_and_white_shoes\000004.jpg,smart casual,red tie,white shoes,pale brown,black
./image_dataset\men_wearing_smart_casual_blazer_with_red_tie_and_white_shoes\000005.jpg,smart casual,red tie,white shoes,baby pink,brown
./image_dataset\men_wearing_smart_casual_blazer_with_tie\000001.jpg,smart casual,tie,,black,brown
./image_dataset\men_wearing_smart_casual_blazer_with_tie\000002.jpg,smart casual,tie,,pale brown,white
./image_dataset\men_wearing_smart_casual_blazer_with_tie\000003.jpg,smart casual,tie,,baby pink,white
./image_dataset\men_wearing_smart_casual_blazer_with_tie\000004.jpg,smart casual,tie,,white,black
./image_dataset\men_wearing_smart_casual_blazer_with_tie\000005.png,smart casual,tie,,black,brown
./image_dataset\men_wearing_smart_casual_blazer_with_white_shoes\000001.jpg,smart casual,,white shoes,pale brown,baby pink
./image_dataset\men_wearing_smart_casual_blazer_with_white_shoes\000002.jpg,smart casual,,white shoes,beige,baby pink
./image_dataset\men_wearing_smart_casual_blazer_with_white_shoes\000003.jpg,smart casual,,white shoes,black,black
./image_dataset\men_wearing_smart_casual_blazer_with_white_shoes\000004.jpg,smart casual,,white shoes,baby pink,white
./image_dataset\men_wearing_smart_casual_blazer_with_white_shoes\000005.jpg,smart casual,,white shoes,black,baby pink
./image_dataset\men_wearing_smart_casual_blazer_with_yellow_tie\000001.jpg,smart casual,yellow tie,,beige,Blue
./image_dataset\men_wearing_smart_casual_blazer_with_yellow_tie\000002.jpg,smart casual,yellow tie,,baby pink,black
./image_dataset\men_wearing_smart_casual_blazer_with_yellow_tie\000003.jpg,smart casual,yellow tie,,baby pink,Blue
./image_dataset\men_wearing_smart_casual_blazer_with_yellow_tie\000004.jpg,smart casual,yellow tie,,beige,Blue
./image_dataset\men_wearing_smart_casual_blazer_with_yellow_tie\000005.jpg,smart casual,yellow tie,,black,white
./image_dataset\men_wearing_smart_casual_blazer_with_yellow_tie_and_beige_shoes\000001.jpg,smart casual,yellow tie,beige shoes,beige,brown
./image_dataset\men_wearing_smart_casual_blazer_with_yellow_tie_and_beige_shoes\000002.jpg,smart casual,yellow tie,beige shoes,black,black
./image_dataset\men_wearing_smart_casual_blazer_with_yellow_tie_and_beige_shoes\000003.jpg,smart casual,yellow tie,beige shoes,white,brown
./image_dataset\men_wearing_smart_casual_blazer_with_yellow_tie_and_beige_shoes\000004.jpg,smart casual,yellow tie,beige shoes,beige,baby pink
./image_dataset\men_wearing_smart_casual_blazer_with_yellow_tie_and_beige_shoes\000005.jpg,smart casual,yellow tie,beige shoes,baby pink,baby pink
./image_dataset\men_wearing_smart_casual_blazer_with_yellow_tie_and_black_shoes\000001.jpg,smart casual,yellow tie,black shoes,black,black
./image_dataset\men_wearing_smart_casual_blazer_with_yellow_tie_and_black_shoes\000002.jpg,smart casual,yellow tie,black shoes,white,white
./image_dataset\men_wearing_smart_casual_blazer_with_yellow_tie_and_black_shoes\000003.jpg,smart casual,yellow tie,black shoes,beige,baby pink
./image_dataset\men_wearing_smart_casual_blazer_with_yellow_tie_and_black_shoes\000004.jpg,smart casual,yellow tie,black shoes,white,baby pink
./image_dataset\men_wearing_smart_casual_blazer_with_yellow_tie_and_black_shoes\000005.jpg,smart casual,yellow tie,black shoes,black,brown
./image_dataset\men_wearing_smart_casual_blazer_with_yellow_tie_and_brown_shoes\000001.jpg,smart casual,yellow tie,brown shoes,baby pink,baby pink
./image_dataset\men_wearing_smart_casual_blazer_with_yellow_tie_and_brown_shoes\000002.jpg,smart casual,yellow tie,brown shoes,beige,white
./image_dataset\men_wearing_smart_casual_blazer_with_yellow_tie_and_brown_shoes\000003.jpg,smart casual,yellow tie,brown shoes,baby pink,baby pink
./image_dataset\men_wearing_smart_casual_blazer_with_yellow_tie_and_brown_shoes\000004.jpg,smart casual,yellow tie,brown shoes,black,baby pink
./image_dataset\men_wearing_smart_casual_blazer_with_yellow_tie_and_brown_shoes\000005.jpg,smart casual,yellow tie,brown shoes,black,Blue
./image_dataset\men_wearing_smart_casual_blazer_with_yellow_tie_and_grey_shoes\000001.jpg,smart casual,yellow tie,grey shoes,white,white
./image_dataset\men_wearing_smart_casual_blazer_with_yellow_tie_and_grey_shoes\000002.jpg,smart casual,yellow tie,grey shoes,black,baby pink
./image_dataset\men_wearing_smart_casual_blazer_with_yellow_tie_and_grey_shoes\000003.jpg,smart casual,yellow tie,grey shoes,pale brown,white
./image_dataset\men_wearing_smart_casual_blazer_with_yellow_tie_and_grey_shoes\000004.jpg,smart casual,yellow tie,grey shoes,black,white
./image_dataset\men_wearing_smart_casual_blazer_with_yellow_tie_and_grey_shoes\000005.jpg,smart casual,yellow tie,grey shoes,beige,baby pink
./image_dataset\men_wearing_smart_casual_blazer_with_yellow_tie_and_white_shoes\000001.jpg,smart casual,yellow tie,white shoes,baby pink,baby pink
./image_dataset\men_wearing_smart_casual_blazer_with_yellow_tie_and_white_shoes\000002.jpg,smart casual,yellow tie,white shoes,pale brown,white
./image_dataset\men_wearing_smart_casual_blazer_with_yellow_tie_and_white_shoes\000003.jpg,smart casual,yellow tie,white shoes,white,brown
./image_dataset\men_wearing_smart_casual_blazer_with_yellow_tie_and_white_shoes\000004.jpg,smart casual,yellow tie,white shoes,black,brown
./image_dataset\men_wearing_smart_casual_blazer_with_yellow_tie_and_white_shoes\000005.jpg,smart casual,yellow tie,white shoes,baby pink,white
./image_dataset\men_wearing_tweed_blazer_with_beige_shoes\000001.png,tweed,,beige shoes,black,white
./image_dataset\men_wearing_tweed_blazer_with_beige_shoes\000002.jpg,tweed,,beige shoes,beige,brown
./image_dataset\men_wearing_tweed_blazer_with_beige_shoes\000003.jpg,tweed,,beige shoes,black,brown
./image_dataset\men_wearing_tweed_blazer_with_beige_shoes\000004.jpg,tweed,,beige shoes,black,Blue
./image_dataset\men_wearing_tweed_blazer_with_beige_shoes\000005.jpg,tweed,,beige shoes,black,brown
./image_dataset\men_wearing_tweed_blazer_with_black_shoes\000001.jpg,tweed,,black shoes,baby pink,brown
./image_dataset\men_wearing_tweed_blazer_with_black_shoes\000002.jpg,tweed,,black shoes,beige,black
./image_dataset\men_wearing_tweed_blazer_with_black_shoes\000003.jpg,tweed,,black shoes,pale brown,baby pink
./image_dataset\men_wearing_tweed_blazer_with_black_shoes\000004.jpg,tweed,,black shoes,pale brown,Blue
./image_dataset\men_wearing_tweed_blazer_with_black_shoes\000005.jpg,tweed,,black shoes,beige,Blue
./image_dataset\men_wearing_tweed_blazer_with_blue_tie\000001.jpg,tweed,blue tie,,baby pink,white
./image_dataset\men_wearing_tweed_blazer_with_blue_tie\000002.jpg,tweed,blue tie,,white,black
